,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
40870,35,technician,married,professional.course,no,yes,yes,cellular,oct,wed,608,1,9,2,-1.1,94.601,-49.5,0.959,4963.6,1
38899,66,retired,single,basic.4y,no,yes,no,cellular,nov,tue,525,3,999,0,-3.4,92.649,-30.1,0.715,5017.5,1
310,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,106,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0
11937,39,management,single,university.degree,no,no,no,telephone,jun,mon,670,3,999,0,1.4,94.465,-41.8,4.958,5228.1,1
8058,30,technician,married,professional.course,no,yes,no,telephone,jun,mon,290,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0
2645,45,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,1721,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1
28502,30,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,111,1,999,0,-1.8,93.075,-47.1,1.423,5099.1,1
28696,45,services,divorced,basic.4y,no,no,yes,cellular,apr,thu,1579,1,999,1,-1.8,93.075,-47.1,1.41,5099.1,1
13841,35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,fri,170,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0
25810,32,admin.,single,high.school,no,yes,yes,cellular,nov,wed,76,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0
28270,55,admin.,divorced,university.degree,no,yes,no,cellular,apr,wed,952,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,1
28803,24,management,single,university.degree,no,no,no,cellular,apr,thu,640,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,0
24402,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,mon,696,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,1
12177,53,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,tue,39,1,999,0,1.4,93.918,-42.7,4.955,5228.1,0
28314,46,services,married,high.school,no,yes,no,cellular,apr,wed,201,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,0
38006,24,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,137,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,1
13049,38,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,283,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
19845,35,housemaid,married,university.degree,unknown,no,yes,cellular,aug,fri,189,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0
31107,45,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,139,6,999,0,-1.8,92.893,-46.2,1.334,5099.1,0
4479,58,retired,married,basic.4y,unknown,no,no,telephone,may,tue,1045,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1
41058,65,retired,married,basic.4y,no,yes,no,cellular,oct,wed,258,1,3,3,-1.1,94.601,-49.5,1.043,4963.6,1
24792,41,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,854,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1
17760,42,admin.,married,basic.9y,unknown,no,no,telephone,jul,tue,75,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
10215,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,107,2,999,0,1.4,94.465,-41.8,4.96,5228.1,0
36720,53,admin.,single,university.degree,no,yes,no,cellular,jun,fri,304,2,3,1,-2.9,92.963,-40.8,1.268,5076.2,1
34136,38,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,654,2,999,1,-1.8,92.893,-46.2,1.281,5099.1,1
14506,29,entrepreneur,married,basic.4y,no,no,no,cellular,jul,tue,103,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0
36950,45,admin.,married,university.degree,no,no,no,cellular,jul,thu,252,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,1
15320,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,113,6,999,0,1.4,93.918,-42.7,4.957,5228.1,0
6113,37,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
40546,76,retired,divorced,basic.4y,no,no,no,cellular,aug,tue,185,1,999,1,-1.7,94.027,-38.3,0.886,4991.6,1
34597,24,blue-collar,single,basic.4y,no,yes,yes,cellular,may,thu,109,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,0
40798,42,admin.,single,high.school,no,no,no,cellular,sep,thu,209,1,999,0,-1.1,94.199,-37.5,0.878,4963.6,1
15787,41,technician,single,university.degree,no,yes,no,cellular,jul,mon,553,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1
1189,46,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,541,3,999,0,1.1,93.994,-36.4,4.855,5191.0,1
30028,29,admin.,single,university.degree,no,yes,no,cellular,apr,wed,145,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
28530,70,retired,married,basic.4y,no,yes,no,cellular,apr,wed,223,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,1
34487,32,services,single,university.degree,no,unknown,unknown,telephone,may,thu,93,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
40149,78,retired,married,unknown,no,yes,no,cellular,jul,wed,87,3,999,0,-1.7,94.215,-40.3,0.84,4991.6,1
38736,37,services,married,high.school,no,no,no,cellular,nov,wed,459,2,999,2,-3.4,92.649,-30.1,0.715,5017.5,1
12824,47,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
20374,33,admin.,married,university.degree,no,no,no,cellular,aug,tue,120,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0
8977,31,technician,single,university.degree,unknown,yes,no,telephone,jun,thu,817,2,999,0,1.4,94.465,-41.8,4.866,5228.1,1
23584,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,151,2,999,0,1.4,93.444,-36.1,4.962,5228.1,0
30190,30,management,married,university.degree,no,yes,no,cellular,apr,thu,271,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
37544,62,retired,married,unknown,no,no,no,cellular,aug,fri,172,4,999,0,-2.9,92.201,-31.4,0.869,5076.2,1
21871,56,admin.,married,university.degree,no,no,no,cellular,aug,wed,552,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1
5162,47,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,600,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1
28581,26,admin.,single,high.school,no,no,no,cellular,apr,wed,171,1,999,0,-1.8,93.075,-47.1,1.415,5099.1,1
29965,39,admin.,married,high.school,no,yes,no,cellular,apr,mon,149,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
29967,37,blue-collar,married,high.school,no,no,no,cellular,apr,mon,943,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
38296,34,management,married,university.degree,no,no,no,telephone,oct,wed,290,2,999,0,-3.4,92.431,-26.9,0.742,5017.5,1
15126,23,management,single,university.degree,no,no,no,cellular,jul,thu,795,1,999,0,1.4,93.918,-42.7,4.958,5228.1,1
36038,31,admin.,married,high.school,no,yes,no,cellular,may,tue,208,2,999,1,-1.8,92.893,-46.2,1.266,5099.1,1
37648,33,admin.,married,high.school,no,no,yes,cellular,aug,tue,113,1,6,2,-2.9,92.201,-31.4,0.859,5076.2,0
27708,28,technician,single,university.degree,no,yes,no,cellular,mar,mon,120,3,999,0,-1.8,92.843,-50.0,1.811,5099.1,1
22216,54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,169,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
38330,39,technician,married,university.degree,no,no,no,cellular,oct,fri,170,1,6,1,-3.4,92.431,-26.9,0.739,5017.5,1
37310,37,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,213,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,1
26884,38,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,1532,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,1
37143,34,technician,single,professional.course,no,no,no,cellular,aug,wed,211,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,1
36492,58,management,married,basic.4y,no,yes,no,cellular,jun,wed,86,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0
39306,53,technician,married,unknown,no,no,no,cellular,mar,thu,93,1,999,1,-1.8,93.369,-34.8,0.643,5008.7,0
27354,51,admin.,married,university.degree,no,yes,no,cellular,nov,fri,673,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
35297,42,management,married,university.degree,no,no,no,cellular,may,fri,391,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
33780,32,blue-collar,married,high.school,no,yes,no,cellular,may,wed,394,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,1
7913,52,technician,married,high.school,no,unknown,unknown,telephone,jun,mon,24,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0
21655,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1032,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
33191,26,services,married,basic.9y,no,no,yes,cellular,may,tue,560,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
34719,31,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,303,3,999,1,-1.8,92.893,-46.2,1.266,5099.1,0
19610,50,services,married,unknown,no,yes,no,cellular,aug,thu,90,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0
36504,59,blue-collar,married,basic.4y,unknown,no,no,cellular,jun,wed,340,1,999,1,-2.9,92.963,-40.8,1.26,5076.2,1
36811,29,admin.,single,high.school,no,yes,no,cellular,jun,mon,415,1,3,1,-2.9,92.963,-40.8,1.26,5076.2,1
40547,60,retired,married,high.school,no,yes,no,cellular,aug,tue,443,2,999,2,-1.7,94.027,-38.3,0.886,4991.6,1
35663,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,442,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1
7933,45,admin.,married,unknown,no,yes,no,telephone,jun,mon,1068,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1
38615,37,self-employed,married,professional.course,no,yes,yes,cellular,nov,mon,1024,1,5,1,-3.4,92.649,-30.1,0.722,5017.5,1
14410,54,management,married,university.degree,no,no,no,cellular,jul,mon,798,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1
5083,41,management,married,university.degree,no,no,yes,telephone,may,fri,359,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0
13757,29,technician,married,university.degree,no,yes,no,cellular,jul,thu,189,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0
3860,31,management,married,high.school,no,no,no,telephone,may,fri,385,7,999,0,1.1,93.994,-36.4,4.859,5191.0,0
25196,39,services,married,basic.9y,no,yes,no,cellular,nov,tue,219,3,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
32899,33,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,mon,143,3,999,1,-1.8,92.893,-46.2,1.299,5099.1,0
13594,36,admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu,39,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0
3742,36,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,123,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0
17237,32,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,155,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0
30119,47,services,married,high.school,no,yes,no,cellular,apr,wed,636,2,999,0,-1.8,93.075,-47.1,1.372,5099.1,1
19730,34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,419,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0
18214,38,housemaid,married,high.school,no,yes,no,cellular,jul,wed,335,5,999,0,1.4,93.918,-42.7,4.963,5228.1,0
30704,47,technician,married,professional.course,unknown,yes,no,cellular,may,tue,60,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0
12554,48,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,151,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0
40496,39,services,single,high.school,no,yes,no,cellular,aug,fri,308,6,999,0,-1.7,94.027,-38.3,0.898,4991.6,1
34426,54,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,thu,303,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
29669,38,admin.,single,university.degree,no,yes,yes,cellular,apr,mon,6,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
39110,32,self-employed,single,university.degree,no,yes,no,cellular,dec,mon,205,4,999,1,-3.0,92.713,-33.0,0.706,5023.5,1
13438,28,blue-collar,single,professional.course,no,no,no,cellular,jul,wed,1290,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1
36723,30,management,single,university.degree,no,no,yes,cellular,jun,fri,244,7,999,0,-2.9,92.963,-40.8,1.268,5076.2,1
15466,50,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,95,4,999,0,1.4,93.918,-42.7,4.957,5228.1,0
2731,31,management,married,high.school,no,no,no,telephone,may,wed,217,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0
38323,25,admin.,single,university.degree,no,yes,yes,cellular,oct,fri,115,1,999,1,-3.4,92.431,-26.9,0.739,5017.5,1
15380,46,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,111,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0
37040,40,admin.,married,university.degree,no,yes,no,cellular,jul,tue,243,1,999,0,-2.9,92.469,-33.6,1.044,5076.2,1
6703,27,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,47,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
28858,28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,772,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,0
26033,31,technician,single,high.school,no,yes,no,cellular,nov,wed,77,4,999,0,-0.1,93.2,-42.0,4.12,5195.8,0
39385,49,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,236,4,3,1,-1.8,93.369,-34.8,0.635,5008.7,1
34721,25,student,single,high.school,no,yes,no,cellular,may,thu,959,3,999,1,-1.8,92.893,-46.2,1.266,5099.1,1
27916,36,unemployed,married,university.degree,unknown,unknown,unknown,cellular,mar,fri,95,2,999,1,-1.8,92.843,-50.0,1.531,5099.1,1
20481,48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,1181,2,999,0,1.4,93.444,-36.1,4.966,5228.1,1
23113,54,admin.,married,university.degree,no,no,no,cellular,aug,tue,119,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
30007,64,retired,married,university.degree,no,no,no,cellular,apr,tue,157,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
36960,46,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,396,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,1
11230,29,blue-collar,single,high.school,no,yes,no,telephone,jun,thu,1318,3,999,0,1.4,94.465,-41.8,4.961,5228.1,1
10606,40,admin.,married,high.school,no,unknown,unknown,telephone,jun,tue,43,6,999,0,1.4,94.465,-41.8,4.961,5228.1,0
8417,40,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,1259,6,999,0,1.4,94.465,-41.8,4.864,5228.1,1
30161,60,admin.,married,high.school,no,no,no,cellular,apr,thu,447,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
28156,55,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,1435,1,999,0,-1.8,93.075,-47.1,1.466,5099.1,1
38531,32,admin.,single,university.degree,no,no,no,cellular,oct,wed,371,1,999,0,-3.4,92.431,-26.9,0.724,5017.5,1
38599,37,admin.,single,university.degree,no,no,no,cellular,oct,fri,416,2,999,0,-3.4,92.431,-26.9,0.72,5017.5,1
25413,33,admin.,single,high.school,no,no,no,cellular,nov,tue,436,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
339,41,management,married,university.degree,unknown,no,no,telephone,may,mon,213,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
38493,29,services,married,high.school,no,no,no,cellular,oct,tue,424,1,999,1,-3.4,92.431,-26.9,0.728,5017.5,1
13875,22,services,single,high.school,no,yes,no,cellular,jul,fri,143,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0
14535,31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,243,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0
4069,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,257,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0
1915,44,unknown,single,basic.9y,unknown,unknown,unknown,telephone,may,fri,226,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
23417,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,316,4,999,0,1.4,93.444,-36.1,4.964,5228.1,0
21998,29,technician,single,high.school,unknown,no,no,cellular,aug,wed,921,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1
27039,30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,225,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
39318,39,admin.,divorced,professional.course,no,no,no,cellular,mar,thu,593,4,999,1,-1.8,93.369,-34.8,0.643,5008.7,1
17451,40,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,431,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1
24901,38,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,180,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,0
37232,33,admin.,single,high.school,no,yes,no,cellular,aug,fri,1088,3,999,0,-2.9,92.201,-31.4,0.881,5076.2,1
41126,61,admin.,married,high.school,no,yes,no,cellular,nov,wed,300,1,21,5,-1.1,94.767,-50.8,1.044,4963.6,1
5850,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,748,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1
22438,33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,227,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
40675,27,technician,single,university.degree,no,yes,no,cellular,sep,thu,530,1,3,1,-1.1,94.199,-37.5,0.879,4963.6,1
38990,54,blue-collar,married,high.school,no,no,no,cellular,dec,mon,344,1,999,0,-3.0,92.713,-33.0,0.717,5023.5,1
13040,43,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,141,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0
14769,32,blue-collar,single,basic.6y,no,yes,no,cellular,jul,wed,46,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0
33451,41,blue-collar,married,basic.6y,unknown,no,no,cellular,may,tue,399,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,0
5069,26,blue-collar,single,high.school,no,no,no,telephone,may,fri,203,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
18730,48,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,49,16,999,0,1.4,93.918,-42.7,4.968,5228.1,0
9157,52,self-employed,married,basic.4y,unknown,no,yes,telephone,jun,fri,381,2,999,0,1.4,94.465,-41.8,4.967,5228.1,1
21932,36,technician,single,university.degree,no,unknown,unknown,cellular,aug,wed,889,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
8513,30,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,213,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
14213,27,management,married,basic.9y,no,no,yes,cellular,jul,mon,174,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0
18374,37,entrepreneur,divorced,high.school,no,yes,no,cellular,jul,thu,812,2,999,0,1.4,93.918,-42.7,4.968,5228.1,1
20287,32,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,95,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
39476,85,housemaid,married,basic.4y,unknown,yes,no,cellular,apr,tue,167,1,6,2,-1.8,93.749,-34.6,0.642,5008.7,1
37230,41,services,single,university.degree,no,yes,no,cellular,aug,fri,142,1,4,2,-2.9,92.201,-31.4,0.881,5076.2,1
36586,45,admin.,single,university.degree,no,yes,no,cellular,jun,thu,207,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1
2424,51,admin.,single,basic.6y,no,no,no,telephone,may,tue,470,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1
39420,71,retired,married,professional.course,no,no,no,cellular,apr,thu,559,1,999,0,-1.8,93.749,-34.6,0.64,5008.7,1
35832,38,services,married,high.school,no,yes,no,cellular,may,fri,324,1,999,1,-1.8,92.893,-46.2,1.259,5099.1,1
13105,34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,85,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
20239,32,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,149,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
36169,56,retired,married,university.degree,no,no,no,cellular,may,wed,108,2,999,0,-1.8,92.893,-46.2,1.27,5099.1,1
35413,33,admin.,single,high.school,no,no,no,cellular,may,fri,57,11,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
2199,31,services,single,high.school,no,unknown,unknown,telephone,may,mon,456,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0
39105,39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,387,1,6,2,-3.0,92.713,-33.0,0.706,5023.5,1
31442,29,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,87,3,999,0,-1.8,92.893,-46.2,1.334,5099.1,0
16355,30,management,married,university.degree,no,yes,no,cellular,jul,wed,217,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0
39446,20,student,single,basic.4y,no,yes,yes,cellular,apr,tue,240,1,999,1,-1.8,93.749,-34.6,0.644,5008.7,1
40143,29,admin.,single,university.degree,no,yes,no,cellular,jul,wed,276,1,999,0,-1.7,94.215,-40.3,0.84,4991.6,1
22280,56,admin.,married,high.school,unknown,no,no,cellular,aug,thu,87,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
33806,39,blue-collar,single,university.degree,no,no,no,cellular,may,wed,9,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
21017,35,management,married,high.school,no,yes,no,cellular,aug,thu,448,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
40901,56,unemployed,divorced,basic.4y,no,no,yes,cellular,oct,fri,363,2,5,3,-1.1,94.601,-49.5,0.972,4963.6,1
13231,34,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,727,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1
39716,45,self-employed,married,high.school,no,no,no,cellular,may,fri,374,1,999,1,-1.8,93.876,-40.0,0.695,5008.7,1
20171,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1070,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
6520,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,543,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1
30299,28,admin.,single,university.degree,no,yes,no,cellular,apr,thu,249,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0
17984,40,housemaid,married,basic.6y,no,yes,no,telephone,jul,tue,225,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0
30357,24,technician,single,university.degree,no,yes,no,cellular,apr,thu,477,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
12779,32,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,523,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0
39732,46,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,410,1,999,0,-1.8,93.876,-40.0,0.697,5008.7,1
15809,47,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,mon,357,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0
30359,36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,970,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,1
39960,32,blue-collar,single,high.school,no,no,no,cellular,jun,mon,247,1,2,2,-1.7,94.055,-39.8,0.754,4991.6,1
27874,54,admin.,married,university.degree,no,yes,no,cellular,mar,mon,415,1,999,0,-1.8,92.843,-50.0,1.56,5099.1,1
37049,45,admin.,married,university.degree,no,no,no,cellular,jul,wed,194,1,13,1,-2.9,92.469,-33.6,1.029,5076.2,0
21198,35,technician,married,professional.course,no,yes,no,cellular,aug,mon,90,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
26932,35,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,197,4,999,1,-0.1,93.2,-42.0,4.076,5195.8,0
40064,25,services,single,high.school,no,no,yes,telephone,jul,thu,411,2,8,4,-1.7,94.215,-40.3,0.81,4991.6,1
33836,29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,34,8,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
40284,50,housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,462,1,4,1,-1.7,94.215,-40.3,0.896,4991.6,1
39448,53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,398,2,999,0,-1.8,93.749,-34.6,0.644,5008.7,1
