,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
7901,37,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,82,3,999,0,1.4,94.465,-41.8,4.865,5228.1
7342,48,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,287,1,999,0,1.1,93.994,-36.4,4.864,5191.0
39467,25,self-employed,single,unknown,no,no,no,cellular,apr,mon,131,2,999,1,-1.8,93.749,-34.6,0.643,5008.7
12806,39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634,1,999,0,1.4,93.918,-42.7,4.962,5228.1
25389,34,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,83,2,999,1,-0.1,93.2,-42.0,4.153,5195.8
28860,45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,263,1,999,0,-1.8,93.075,-47.1,1.41,5099.1
35420,50,housemaid,married,basic.9y,no,yes,no,cellular,may,mon,126,2,999,1,-1.8,92.893,-46.2,1.244,5099.1
8212,50,housemaid,single,unknown,no,no,yes,telephone,jun,tue,517,1,999,0,1.4,94.465,-41.8,4.864,5228.1
2493,58,retired,divorced,professional.course,unknown,yes,no,telephone,may,tue,535,2,999,0,1.1,93.994,-36.4,4.856,5191.0
17603,58,housemaid,married,university.degree,unknown,yes,no,cellular,jul,mon,71,6,999,0,1.4,93.918,-42.7,4.962,5228.1
18492,56,management,married,university.degree,no,yes,no,cellular,jul,thu,22,1,999,0,1.4,93.918,-42.7,4.968,5228.1
28439,37,blue-collar,married,professional.course,no,no,no,cellular,apr,thu,188,1,999,0,-1.8,93.075,-47.1,1.435,5099.1
9050,36,services,married,high.school,no,yes,no,telephone,jun,thu,394,2,999,0,1.4,94.465,-41.8,4.866,5228.1
40420,41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,174,1,4,3,-1.7,94.027,-38.3,0.905,4991.6
2415,55,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,266,2,999,0,1.1,93.994,-36.4,4.856,5191.0
23200,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,84,4,999,0,1.4,93.444,-36.1,4.965,5228.1
10864,31,services,married,high.school,no,yes,no,telephone,jun,wed,417,3,999,0,1.4,94.465,-41.8,4.962,5228.1
15371,39,self-employed,married,university.degree,no,no,no,cellular,jul,fri,178,1,999,0,1.4,93.918,-42.7,4.957,5228.1
9536,27,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,114,1,999,0,1.4,94.465,-41.8,4.961,5228.1
36060,33,admin.,single,university.degree,no,yes,no,cellular,may,tue,125,1,999,2,-1.8,92.893,-46.2,1.266,5099.1
5276,43,admin.,divorced,high.school,no,no,no,telephone,may,fri,198,2,999,0,1.1,93.994,-36.4,4.857,5191.0
25854,31,blue-collar,single,high.school,no,no,no,telephone,nov,wed,201,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
40809,33,admin.,married,university.degree,no,yes,no,telephone,sep,thu,217,2,999,0,-1.1,94.199,-37.5,0.878,4963.6
7145,32,unknown,unknown,university.degree,no,yes,yes,telephone,may,thu,221,2,999,0,1.1,93.994,-36.4,4.86,5191.0
30157,60,admin.,married,high.school,no,unknown,unknown,cellular,apr,thu,208,1,2,1,-1.8,93.075,-47.1,1.365,5099.1
32718,29,technician,single,basic.9y,no,yes,no,cellular,may,mon,170,1,999,1,-1.8,92.893,-46.2,1.299,5099.1
16328,51,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,279,3,999,0,1.4,93.918,-42.7,4.961,5228.1
12329,35,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,178,1,999,0,1.4,93.918,-42.7,4.959,5228.1
16790,54,services,married,high.school,unknown,no,no,telephone,jul,thu,105,1,999,0,1.4,93.918,-42.7,4.962,5228.1
28971,34,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,fri,406,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
13627,42,blue-collar,married,basic.9y,no,no,yes,cellular,jul,thu,880,1,999,0,1.4,93.918,-42.7,4.963,5228.1
31413,42,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,206,2,999,1,-1.8,92.893,-46.2,1.334,5099.1
21773,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,68,4,999,0,1.4,93.444,-36.1,4.964,5228.1
22255,49,services,married,basic.4y,no,no,no,cellular,aug,thu,575,2,999,0,1.4,93.444,-36.1,4.963,5228.1
22272,31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,202,2,999,0,1.4,93.444,-36.1,4.963,5228.1
22145,42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,121,1,999,0,1.4,93.444,-36.1,4.963,5228.1
41147,25,technician,single,professional.course,no,yes,no,cellular,nov,fri,712,2,19,1,-1.1,94.767,-50.8,1.04,4963.6
9065,43,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,246,2,999,0,1.4,94.465,-41.8,4.866,5228.1
8024,30,management,single,university.degree,no,no,no,telephone,jun,mon,86,1,999,0,1.4,94.465,-41.8,4.865,5228.1
8687,36,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,135,1,999,0,1.4,94.465,-41.8,4.864,5228.1
21624,31,admin.,married,university.degree,no,yes,no,cellular,aug,tue,154,1,999,0,1.4,93.444,-36.1,4.963,5228.1
2541,43,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,768,2,999,0,1.1,93.994,-36.4,4.856,5191.0
39914,36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1407,1,999,0,-1.7,94.055,-39.8,0.739,4991.6
33612,55,blue-collar,divorced,basic.9y,no,no,no,cellular,may,tue,133,3,999,1,-1.8,92.893,-46.2,1.291,5099.1
7515,28,technician,single,high.school,no,no,no,telephone,may,fri,184,2,999,0,1.1,93.994,-36.4,4.864,5191.0
28828,41,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,thu,316,2,999,0,-1.8,93.075,-47.1,1.41,5099.1
16594,31,blue-collar,single,basic.6y,no,no,no,cellular,jul,wed,638,2,999,0,1.4,93.918,-42.7,4.963,5228.1
38543,36,admin.,married,university.degree,no,no,no,cellular,oct,thu,343,2,999,1,-3.4,92.431,-26.9,0.722,5017.5
26592,50,blue-collar,married,professional.course,no,yes,no,cellular,nov,thu,475,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
28119,38,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,mon,278,2,999,1,-1.8,93.075,-47.1,1.466,5099.1
12292,46,blue-collar,married,unknown,no,yes,no,telephone,jul,fri,257,1,999,0,1.4,93.918,-42.7,4.959,5228.1
11799,39,management,married,university.degree,no,no,no,telephone,jun,fri,601,5,999,0,1.4,94.465,-41.8,4.959,5228.1
27600,48,unemployed,divorced,professional.course,no,yes,no,telephone,nov,fri,122,4,999,0,-0.1,93.2,-42.0,4.021,5195.8
11083,36,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,102,13,999,0,1.4,94.465,-41.8,4.961,5228.1
1569,30,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,126,3,999,0,1.1,93.994,-36.4,4.855,5191.0
15728,33,admin.,single,high.school,no,no,no,cellular,jul,mon,31,1,999,0,1.4,93.918,-42.7,4.96,5228.1
25292,31,admin.,married,high.school,no,yes,no,cellular,nov,tue,97,2,999,1,-0.1,93.2,-42.0,4.153,5195.8
13023,36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,218,3,999,0,1.4,93.918,-42.7,4.962,5228.1
39524,24,blue-collar,single,high.school,no,yes,no,cellular,apr,mon,135,1,999,1,-1.8,93.749,-34.6,0.645,5008.7
19104,32,technician,married,university.degree,no,yes,no,cellular,aug,tue,168,3,999,0,1.4,93.444,-36.1,4.968,5228.1
27103,35,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,529,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
9675,50,services,single,basic.4y,no,no,no,telephone,jun,mon,514,3,999,0,1.4,94.465,-41.8,4.961,5228.1
40024,37,admin.,single,university.degree,no,yes,no,cellular,jul,fri,844,2,6,3,-1.7,94.215,-40.3,0.79,4991.6
36381,26,admin.,single,university.degree,no,unknown,unknown,cellular,jun,tue,271,2,3,1,-2.9,92.963,-40.8,1.262,5076.2
16250,31,blue-collar,single,high.school,no,no,yes,cellular,jul,tue,241,9,999,0,1.4,93.918,-42.7,4.961,5228.1
2968,31,technician,married,university.degree,no,no,no,telephone,may,wed,326,3,999,0,1.1,93.994,-36.4,4.859,5191.0
16422,39,admin.,married,basic.6y,unknown,yes,no,cellular,jul,wed,138,1,999,0,1.4,93.918,-42.7,4.963,5228.1
20828,31,technician,single,professional.course,no,yes,no,cellular,aug,wed,449,3,999,0,1.4,93.444,-36.1,4.965,5228.1
34602,39,technician,married,professional.course,no,yes,no,cellular,may,thu,292,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
19558,47,admin.,single,university.degree,no,yes,no,cellular,aug,thu,156,4,999,0,1.4,93.444,-36.1,4.968,5228.1
23786,53,entrepreneur,married,basic.4y,unknown,yes,no,cellular,aug,fri,150,1,999,0,1.4,93.444,-36.1,4.963,5228.1
39412,58,retired,married,basic.4y,no,no,no,cellular,apr,wed,1307,1,999,0,-1.8,93.749,-34.6,0.639,5008.7
18791,58,blue-collar,married,basic.6y,unknown,yes,yes,telephone,jul,thu,31,3,999,0,1.4,93.918,-42.7,4.968,5228.1
23304,40,admin.,married,university.degree,no,yes,no,cellular,aug,wed,219,1,999,0,1.4,93.444,-36.1,4.964,5228.1
12152,40,blue-collar,married,basic.9y,no,yes,no,telephone,jul,tue,428,2,999,0,1.4,93.918,-42.7,4.955,5228.1
1673,33,technician,divorced,professional.course,no,yes,no,telephone,may,fri,44,1,999,0,1.1,93.994,-36.4,4.855,5191.0
28207,32,technician,single,university.degree,no,no,no,cellular,apr,tue,721,4,999,0,-1.8,93.075,-47.1,1.453,5099.1
2547,43,technician,married,basic.9y,unknown,no,yes,telephone,may,tue,226,1,999,0,1.1,93.994,-36.4,4.856,5191.0
11030,29,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,230,3,999,0,1.4,94.465,-41.8,4.962,5228.1
6957,42,admin.,married,basic.4y,no,no,no,telephone,may,thu,148,1,999,0,1.1,93.994,-36.4,4.86,5191.0
9150,35,blue-collar,single,unknown,no,no,yes,telephone,jun,fri,1114,1,999,0,1.4,94.465,-41.8,4.967,5228.1
18207,45,admin.,married,university.degree,no,yes,no,cellular,jul,wed,103,4,999,0,1.4,93.918,-42.7,4.963,5228.1
19781,38,management,married,university.degree,no,yes,no,cellular,aug,fri,102,1,999,0,1.4,93.444,-36.1,4.966,5228.1
22905,46,admin.,married,university.degree,unknown,no,yes,cellular,aug,mon,184,4,999,0,1.4,93.444,-36.1,4.965,5228.1
7826,33,blue-collar,married,high.school,no,no,no,telephone,jun,mon,283,1,999,0,1.4,94.465,-41.8,4.865,5228.1
27277,49,admin.,married,high.school,no,yes,no,cellular,nov,fri,164,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
27178,57,management,divorced,professional.course,no,yes,no,cellular,nov,fri,849,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
14455,32,management,divorced,university.degree,no,no,no,cellular,jul,tue,131,5,999,0,1.4,93.918,-42.7,4.961,5228.1
40239,59,management,married,basic.4y,no,yes,no,cellular,jul,fri,351,3,999,0,-1.7,94.215,-40.3,0.885,4991.6
31143,35,technician,married,professional.course,no,yes,no,cellular,may,wed,54,2,999,1,-1.8,92.893,-46.2,1.334,5099.1
10553,37,self-employed,married,basic.9y,no,no,no,telephone,jun,tue,243,1,999,0,1.4,94.465,-41.8,4.961,5228.1
3589,28,admin.,single,university.degree,no,yes,no,telephone,may,fri,250,1,999,0,1.1,93.994,-36.4,4.859,5191.0
10596,31,technician,single,university.degree,no,no,no,telephone,jun,tue,91,2,999,0,1.4,94.465,-41.8,4.961,5228.1
1938,50,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,878,3,999,0,1.1,93.994,-36.4,4.855,5191.0
549,50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,153,1,999,0,1.1,93.994,-36.4,4.857,5191.0
1975,43,management,married,basic.4y,no,yes,no,telephone,may,fri,257,3,999,0,1.1,93.994,-36.4,4.855,5191.0
33759,24,student,single,high.school,no,yes,yes,cellular,may,wed,66,1,999,1,-1.8,92.893,-46.2,1.281,5099.1
1731,49,admin.,married,university.degree,unknown,no,no,telephone,may,fri,208,3,999,0,1.1,93.994,-36.4,4.855,5191.0
17502,40,self-employed,married,unknown,unknown,no,no,telephone,jul,mon,1025,1,999,0,1.4,93.918,-42.7,4.962,5228.1
16861,41,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,thu,225,1,999,0,1.4,93.918,-42.7,4.962,5228.1
11711,32,admin.,married,university.degree,no,yes,no,telephone,jun,fri,65,2,999,0,1.4,94.465,-41.8,4.959,5228.1
5916,42,services,married,high.school,unknown,yes,yes,telephone,may,tue,220,6,999,0,1.1,93.994,-36.4,4.857,5191.0
22019,46,self-employed,married,university.degree,no,no,no,cellular,aug,wed,696,3,999,0,1.4,93.444,-36.1,4.964,5228.1
18877,57,admin.,married,high.school,unknown,yes,no,cellular,aug,mon,86,1,999,0,1.4,93.444,-36.1,4.97,5228.1
24409,39,blue-collar,married,professional.course,no,no,no,cellular,nov,mon,407,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
4646,35,services,married,high.school,no,yes,no,telephone,may,wed,126,1,999,0,1.1,93.994,-36.4,4.858,5191.0
32100,41,admin.,single,high.school,no,yes,no,cellular,may,fri,57,1,999,1,-1.8,92.893,-46.2,1.313,5099.1
22817,58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,57,2,999,0,1.4,93.444,-36.1,4.965,5228.1
40429,30,technician,single,professional.course,no,no,no,telephone,aug,mon,6,1,999,0,-1.7,94.027,-38.3,0.904,4991.6
37649,26,admin.,single,university.degree,no,yes,no,telephone,aug,tue,215,1,999,1,-2.9,92.201,-31.4,0.859,5076.2
34651,48,services,divorced,basic.9y,no,unknown,unknown,cellular,may,thu,67,7,999,0,-1.8,92.893,-46.2,1.266,5099.1
21488,48,management,married,university.degree,no,no,no,cellular,aug,tue,115,2,999,0,1.4,93.444,-36.1,4.963,5228.1
27503,53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,61,4,999,0,-0.1,93.2,-42.0,4.021,5195.8
17409,57,self-employed,married,university.degree,unknown,unknown,unknown,telephone,jul,mon,644,1,999,0,1.4,93.918,-42.7,4.962,5228.1
33853,33,services,single,high.school,no,yes,no,cellular,may,wed,281,1,999,1,-1.8,92.893,-46.2,1.281,5099.1
5653,38,housemaid,divorced,high.school,unknown,yes,no,telephone,may,mon,204,1,999,0,1.1,93.994,-36.4,4.857,5191.0
28962,33,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,135,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
10878,56,retired,married,high.school,unknown,yes,no,telephone,jun,wed,367,1,999,0,1.4,94.465,-41.8,4.962,5228.1
40773,34,technician,single,university.degree,no,no,yes,telephone,sep,fri,231,1,999,0,-1.1,94.199,-37.5,0.879,4963.6
19862,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,809,1,999,0,1.4,93.444,-36.1,4.966,5228.1
2943,48,admin.,married,university.degree,unknown,no,no,telephone,may,wed,149,2,999,0,1.1,93.994,-36.4,4.859,5191.0
39000,38,technician,single,university.degree,no,yes,no,cellular,dec,mon,329,2,999,0,-3.0,92.713,-33.0,0.717,5023.5
345,52,technician,married,high.school,no,yes,no,telephone,may,mon,503,2,999,0,1.1,93.994,-36.4,4.857,5191.0
25991,34,entrepreneur,single,basic.9y,no,no,no,cellular,nov,wed,191,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
19157,45,technician,married,professional.course,unknown,yes,yes,cellular,aug,tue,504,2,999,0,1.4,93.444,-36.1,4.968,5228.1
20706,39,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,130,3,999,0,1.4,93.444,-36.1,4.965,5228.1
28720,26,admin.,single,university.degree,no,unknown,unknown,cellular,apr,thu,176,1,999,0,-1.8,93.075,-47.1,1.41,5099.1
13639,25,technician,married,university.degree,no,no,no,cellular,jul,thu,68,1,999,0,1.4,93.918,-42.7,4.963,5228.1
10313,59,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,64,1,999,0,1.4,94.465,-41.8,4.96,5228.1
14078,29,services,married,high.school,no,yes,yes,cellular,jul,mon,151,2,999,0,1.4,93.918,-42.7,4.962,5228.1
25940,55,technician,married,basic.9y,no,no,yes,cellular,nov,wed,113,2,999,1,-0.1,93.2,-42.0,4.12,5195.8
21306,54,management,married,high.school,no,no,no,cellular,aug,mon,725,4,999,0,1.4,93.444,-36.1,4.963,5228.1
30914,36,technician,married,basic.9y,no,yes,yes,cellular,may,tue,67,1,999,1,-1.8,92.893,-46.2,1.344,5099.1
27337,39,services,divorced,unknown,no,yes,no,cellular,nov,fri,163,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
19796,51,admin.,divorced,high.school,no,no,no,cellular,aug,fri,215,1,999,0,1.4,93.444,-36.1,4.966,5228.1
32921,34,blue-collar,single,university.degree,unknown,yes,no,cellular,may,mon,321,2,999,0,-1.8,92.893,-46.2,1.299,5099.1
15991,53,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue,159,3,999,0,1.4,93.918,-42.7,4.961,5228.1
37243,28,admin.,single,university.degree,no,no,no,cellular,aug,fri,70,1,999,0,-2.9,92.201,-31.4,0.881,5076.2
11179,37,blue-collar,single,basic.4y,unknown,yes,yes,telephone,jun,thu,270,2,999,0,1.4,94.465,-41.8,4.961,5228.1
4666,36,services,married,high.school,no,yes,yes,telephone,may,wed,201,1,999,0,1.1,93.994,-36.4,4.858,5191.0
2196,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,212,2,999,0,1.1,93.994,-36.4,4.857,5191.0
8291,49,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,tue,495,3,999,0,1.4,94.465,-41.8,4.864,5228.1
3747,31,housemaid,divorced,high.school,no,yes,no,telephone,may,fri,428,1,999,0,1.1,93.994,-36.4,4.859,5191.0
36878,29,unemployed,single,basic.4y,no,no,yes,cellular,jun,wed,243,3,3,2,-2.9,92.963,-40.8,1.244,5076.2
20720,34,admin.,married,university.degree,no,yes,no,cellular,aug,wed,270,1,999,0,1.4,93.444,-36.1,4.965,5228.1
7689,27,admin.,married,basic.9y,no,yes,no,telephone,may,fri,231,2,999,0,1.1,93.994,-36.4,4.864,5191.0
8583,36,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,357,4,999,0,1.4,94.465,-41.8,4.864,5228.1
40896,27,student,single,unknown,no,yes,no,cellular,oct,fri,309,2,999,1,-1.1,94.601,-49.5,0.972,4963.6
33622,26,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,94,3,999,0,-1.8,92.893,-46.2,1.281,5099.1
15923,46,management,married,university.degree,no,no,no,cellular,jul,mon,338,3,999,0,1.4,93.918,-42.7,4.96,5228.1
37291,35,admin.,married,high.school,no,no,no,cellular,aug,mon,155,1,4,1,-2.9,92.201,-31.4,0.884,5076.2
36898,38,services,married,basic.9y,no,no,yes,telephone,jun,fri,177,2,999,0,-2.9,92.963,-40.8,1.224,5076.2
37326,60,retired,married,high.school,no,no,no,cellular,aug,tue,123,1,4,1,-2.9,92.201,-31.4,0.883,5076.2
38211,60,admin.,married,unknown,no,yes,no,cellular,oct,wed,290,1,999,1,-3.4,92.431,-26.9,0.74,5017.5
29959,53,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,208,2,999,0,-1.8,93.075,-47.1,1.405,5099.1
2502,30,technician,married,university.degree,unknown,no,no,telephone,may,tue,123,1,999,0,1.1,93.994,-36.4,4.856,5191.0
6292,47,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,66,2,999,0,1.1,93.994,-36.4,4.857,5191.0
33107,35,admin.,single,high.school,no,yes,yes,telephone,may,tue,352,2,999,1,-1.8,92.893,-46.2,1.291,5099.1
14162,25,blue-collar,single,high.school,no,no,no,cellular,jul,mon,122,3,999,0,1.4,93.918,-42.7,4.962,5228.1
40334,31,self-employed,single,university.degree,no,no,no,cellular,aug,mon,209,1,999,2,-1.7,94.027,-38.3,0.898,4991.6
39677,65,admin.,married,university.degree,no,yes,no,cellular,may,fri,407,3,999,1,-1.8,93.876,-40.0,0.684,5008.7
17212,51,technician,divorced,unknown,unknown,no,no,telephone,jul,fri,511,1,999,0,1.4,93.918,-42.7,4.962,5228.1
23120,56,retired,married,professional.course,no,no,no,cellular,aug,tue,139,2,999,0,1.4,93.444,-36.1,4.965,5228.1
35686,25,student,single,high.school,no,yes,no,cellular,may,mon,15,8,999,0,-1.8,92.893,-46.2,1.244,5099.1
7786,25,admin.,single,high.school,no,no,no,telephone,jun,mon,175,2,999,0,1.4,94.465,-41.8,4.865,5228.1
32996,34,services,married,basic.9y,no,yes,yes,telephone,may,mon,437,2,999,1,-1.8,92.893,-46.2,1.299,5099.1
35400,39,technician,married,professional.course,no,no,no,cellular,may,fri,49,2,999,0,-1.8,92.893,-46.2,1.25,5099.1
3487,57,management,married,university.degree,no,yes,no,telephone,may,thu,278,4,999,0,1.1,93.994,-36.4,4.86,5191.0
10498,29,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,170,2,999,0,1.4,94.465,-41.8,4.961,5228.1
7250,33,admin.,married,university.degree,no,yes,no,telephone,may,thu,56,3,999,0,1.1,93.994,-36.4,4.86,5191.0
21156,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,347,3,999,0,1.4,93.444,-36.1,4.963,5228.1
26808,32,self-employed,single,university.degree,no,yes,no,telephone,nov,thu,93,4,999,0,-0.1,93.2,-42.0,4.076,5195.8
31547,50,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,51,1,999,1,-1.8,92.893,-46.2,1.327,5099.1
5461,56,services,married,high.school,unknown,no,yes,telephone,may,fri,90,3,999,0,1.1,93.994,-36.4,4.857,5191.0
26101,56,management,married,university.degree,no,yes,no,cellular,nov,wed,130,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
4681,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,162,1,999,0,1.1,93.994,-36.4,4.858,5191.0
31403,39,unemployed,married,basic.9y,no,yes,no,cellular,may,wed,222,2,999,1,-1.8,92.893,-46.2,1.334,5099.1
33073,32,technician,married,university.degree,no,no,no,cellular,may,tue,164,2,999,0,-1.8,92.893,-46.2,1.291,5099.1
22044,36,technician,married,high.school,no,yes,no,cellular,aug,wed,53,3,999,0,1.4,93.444,-36.1,4.964,5228.1
9331,40,admin.,married,university.degree,unknown,unknown,unknown,telephone,jun,fri,65,6,999,0,1.4,94.465,-41.8,4.967,5228.1
15033,35,blue-collar,single,high.school,unknown,no,no,cellular,jul,thu,117,3,999,0,1.4,93.918,-42.7,4.958,5228.1
19863,60,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,138,1,999,0,1.4,93.444,-36.1,4.966,5228.1
4377,42,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,189,1,999,0,1.1,93.994,-36.4,4.856,5191.0
11147,32,self-employed,single,high.school,no,no,no,telephone,jun,thu,11,1,999,0,1.4,94.465,-41.8,4.961,5228.1
21365,47,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,729,4,999,0,1.4,93.444,-36.1,4.963,5228.1
24990,46,self-employed,married,basic.4y,no,yes,yes,cellular,nov,tue,162,1,999,1,-0.1,93.2,-42.0,4.153,5195.8
4331,53,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,233,2,999,0,1.1,93.994,-36.4,4.856,5191.0
26738,32,admin.,single,high.school,no,no,no,cellular,nov,thu,470,2,999,0,-0.1,93.2,-42.0,4.076,5195.8
28613,30,admin.,married,university.degree,no,no,no,cellular,apr,wed,520,3,999,1,-1.8,93.075,-47.1,1.415,5099.1
33064,33,technician,single,university.degree,no,no,no,cellular,may,mon,284,4,999,0,-1.8,92.893,-46.2,1.299,5099.1
